user_id,result
1704,"[12384431, 1082310, 1407216, 878445, 873324]"
1705,"[13842214, 969866, 6602697, 1081189, 836445]"
1706,"[1110764, 1122358, 1108168, 897752, 860248]"
1707,"[861445, 929018, 885697, 862732, 1075007]"
1708,"[944534, 6534480, 919534, 839208, 1000753]"
1709,"[873203, 896465, 1123434, 5569374, 849202]"
1710,"[820301, 1094924, 872137, 6602729, 9677366]"
1711,"[951821, 839419, 934369, 861445, 906844]"
1712,"[1101174, 1137775, 1057260, 5568721, 982469]"
1713,"[851188, 923149, 1032703, 1113588, 1082627]"
1714,"[992529, 887003, 1016800, 945244, 1000753]"
1715,"[1127470, 951412, 969932, 859427, 1035321]"
1716,"[1085604, 1007269, 5592931, 1065061, 1013928]"
1717,"[899682, 900802, 6034964, 862535, 1138682]"
1718,"[1137775, 819765, 1037840, 958137, 1000753]"
1719,"[1070820, 859426, 916993, 929668, 1021164]"
1720,"[1077359, 834117, 819978, 862349, 878715]"
1721,"[955910, 13841744, 12524174, 5582712, 904129]"
1722,"[829852, 1126899, 1097001, 1088147, 906335]"
1723,"[922561, 6979393, 5580166, 930118, 870559]"
1724,"[916993, 992986, 861973, 1126899, 1119946]"
1726,"[6391381, 1044487, 1005274, 970119, 950463]"
1728,"[9296919, 1058997, 9419470, 13115579, 863762]"
1729,"[1110843, 855468, 1104343, 1092026, 849202]"
1730,"[885697, 858649, 1108168, 1092937, 6533765]"
1731,"[1135258, 1082310, 882441, 5569135, 849202]"
1732,"[860975, 6391381, 873627, 823099, 982469]"
1733,"[894439, 1025611, 5978585, 13842088, 5566800]"
1734,"[1117393, 914697, 979387, 1075368, 950638]"
1735,"[1082990, 972931, 859426, 850102, 12810391]"
1736,"[1058997, 8090536, 1036501, 863802, 12384953]"
1737,"[856335, 1105623, 849003, 927191, 948670]"
1738,"[922847, 893501, 937626, 1042942, 9835223]"
1739,"[1048462, 1070845, 1053690, 8205218, 1038663]"
1740,"[1075368, 1002771, 1005186, 5585510, 6533765]"
1742,"[1072523, 1029624, 929018, 9420312, 908843]"
1743,"[7442008, 986021, 6773204, 990797, 958594]"
1744,"[916758, 895268, 6533437, 934369, 1069506]"
1745,"[988697, 902377, 983584, 1085333, 1038663]"
1746,"[1051323, 1043663, 1075368, 1101173, 1038663]"
1747,"[1051323, 871094, 6979005, 1113588, 1038663]"
1748,"[947798, 5590613, 891505, 914577, 982469]"
1749,"[934399, 1009719, 5569374, 1062572, 878715]"
1750,"[909714, 945662, 870780, 997796, 904997]"
1751,"[1082990, 1070820, 861445, 1023979, 882308]"
1752,"[1075470, 1062966, 922561, 846823, 6533765]"
1753,"[879755, 986912, 901543, 862981, 9521679]"
1754,"[1139569, 856252, 1053690, 1039156, 6533765]"
1755,"[999714, 1070272, 1093413, 8090513, 1069506]"
1758,"[1126899, 1115553, 896085, 877447, 904129]"
1759,"[888111, 1126899, 861445, 1065331, 1013928]"
1760,"[906838, 1080884, 860975, 972312, 948670]"
1761,"[922127, 863447, 1026118, 857849, 836445]"
1762,"[1016800, 844165, 1038462, 1074754, 1134483]"
1763,"[1075368, 1005456, 949023, 1057011, 1118623]"
1764,"[5565925, 1075368, 1060408, 879528, 831407]"
1765,"[1043494, 12949590, 971949, 7169088, 1034176]"
1766,"[880714, 959985, 8090537, 865330, 1069506]"
1767,"[1116635, 1113588, 986912, 1110572, 1000753]"
1768,"[12946027, 1096343, 9707137, 839419, 1048257]"
1769,"[5563693, 872137, 983936, 1031740, 1000753]"
1770,"[989101, 911622, 854754, 1063739, 874972]"
1771,"[895540, 895163, 8160430, 1006878, 1075007]"
1772,"[986912, 860975, 916381, 895930, 1091342]"
1773,"[925112, 5569471, 834158, 1000237, 899019]"
1774,"[902172, 990797, 951197, 937626, 904129]"
1775,"[1037332, 1126899, 856942, 5574377, 1134483]"
1776,"[849843, 1026118, 986912, 1076587, 6979253]"
1777,"[896085, 819765, 989249, 965693, 864893]"
1778,"[871061, 865528, 1063207, 1097239, 1021225]"
1779,"[862349, 1125391, 1135834, 889649, 948670]"
1781,"[1028816, 832001, 847207, 944137, 1130729]"
1782,"[1072523, 965693, 865528, 1033142, 968072]"
1783,"[9835509, 1002178, 1058997, 1064002, 1110111]"
1784,"[998119, 917406, 8090532, 1106271, 1021164]"
1785,"[993466, 1126899, 9526100, 1098248, 948670]"
1786,"[1109778, 825994, 10285144, 1002850, 1119993]"
1788,"[957080, 848071, 934399, 6391381, 1129049]"
1789,"[6979427, 1061982, 1109778, 983936, 1004436]"
1790,"[883932, 820923, 972312, 9881593, 1082955]"
1791,"[854607, 1114597, 976199, 1005609, 948670]"
1792,"[1075368, 962229, 1101010, 971922, 906844]"
1793,"[939636, 883963, 969866, 889731, 5591777]"
1794,"[1102416, 1110572, 10344585, 1106301, 982469]"
1795,"[862349, 1085604, 861445, 900842, 1000753]"
1796,"[1042438, 1003487, 1083721, 1013578, 1103808]"
1797,"[1112825, 932179, 940947, 5995177, 933354]"
1798,"[999090, 1117514, 1116821, 1028816, 970747]"
1799,"[1026118, 9926758, 1080884, 1054957, 904997]"
1800,"[1058997, 832001, 983584, 1057260, 1129049]"
1801,"[854900, 948953, 1116635, 839208, 1013928]"
1802,"[885290, 884089, 5578547, 919963, 970747]"
1803,"[6979579, 853998, 1056509, 1044759, 1021324]"
1804,"[937626, 7025114, 916993, 889649, 948670]"
1805,"[931255, 9803601, 1075368, 921744, 921438]"
1806,"[1022003, 869577, 862732, 895295, 836445]"
1807,"[7025114, 1074333, 1112825, 8090536, 1048257]"
1808,"[1037840, 1053690, 1110572, 1005186, 12262830]"
1809,"[1055504, 1040346, 1039156, 8090536, 899019]"
1810,"[944139, 1130777, 849843, 7433029, 1108094]"
1811,"[1135258, 857262, 1033615, 1024489, 1038663]"
1812,"[835595, 945652, 824073, 1006342, 829291]"
1814,"[5587656, 865511, 865705, 1028891, 901067]"
1815,"[990256, 850058, 971922, 883003, 829291]"
1816,"[921345, 886703, 839094, 932503, 974156]"
1817,"[1005274, 895930, 824796, 1100972, 1000753]"
1818,"[1111839, 1047968, 906917, 1129671, 1129049]"
1819,"[6602697, 995965, 945805, 981716, 836445]"
1820,"[1037332, 6548453, 8090546, 880427, 9521679]"
1821,"[983584, 911974, 1082212, 1056212, 936322]"
1822,"[1059902, 5565322, 986912, 993638, 1000753]"
1823,"[862349, 6602697, 990256, 924531, 1021164]"
1824,"[8177622, 1023226, 983584, 851101, 1110111]"
1826,"[1022003, 908531, 929018, 935570, 8020166]"
1827,"[940947, 1002771, 907631, 995876, 928263]"
1829,"[1096317, 1042942, 1001827, 940947, 921438]"
1831,"[851865, 1051323, 892314, 857503, 12810391]"
1832,"[8293703, 1045121, 1137775, 998424, 1021164]"
1833,"[1089066, 908531, 819063, 962229, 874972]"
1834,"[1040807, 883003, 944139, 1093113, 1054402]"
1835,"[7025106, 5565925, 862535, 1116096, 1021164]"
1836,"[1058997, 882496, 1028816, 1023160, 1054402]"
1837,"[13842090, 8019681, 13842088, 8090537, 849549]"
1839,"[1136654, 12301100, 9553048, 1026362, 5569615]"
1841,"[1062572, 872137, 921504, 1074283, 12810391]"
1842,"[906017, 883003, 993638, 1057260, 866488]"
1843,"[870165, 909894, 9707240, 5570383, 849202]"
1844,"[965050, 925112, 1037337, 1003600, 968072]"
1845,"[1126899, 823775, 827656, 998444, 1061228]"
1846,"[5567502, 839208, 5569471, 898466, 6552318]"
1847,"[862349, 929018, 866355, 1024319, 6533765]"
1848,"[894439, 986912, 1092937, 862010, 5569615]"
1849,"[1046584, 946995, 1056509, 1091365, 974156]"
1850,"[862349, 5570685, 1062128, 909714, 894499]"
1851,"[9803433, 1007269, 5569374, 993441, 1065538]"
1852,"[1062128, 948670, 1057260, 1105917, 1013928]"
1853,"[1085604, 941183, 1075368, 1021116, 849202]"
1854,"[1077975, 852360, 1055504, 983078, 5565086]"
1855,"[868015, 1014948, 1037840, 915064, 919766]"
1856,"[1029624, 873964, 861445, 1028816, 948670]"
1857,"[1031316, 5590613, 1092026, 1106301, 12262830]"
1858,"[992986, 870515, 848071, 1026118, 860248]"
1859,"[1000237, 869622, 1082990, 6391089, 1069312]"
1860,"[1130777, 1135258, 1037332, 819765, 951009]"
1861,"[1053730, 868764, 1108131, 1083787, 1038663]"
1862,"[1091365, 12731436, 1028816, 8090532, 1021324]"
1864,"[1057260, 983936, 1001827, 5566472, 12262778]"
1865,"[870780, 5570882, 935578, 1070820, 1130729]"
1866,"[1053282, 848071, 928092, 930118, 1021324]"
1867,"[909249, 846045, 893501, 994894, 849202]"
1868,"[841228, 846823, 983078, 1025611, 1103808]"
1869,"[1126899, 839656, 5565925, 5580166, 8020166]"
1870,"[862349, 1043787, 914318, 834103, 948670]"
1871,"[944836, 948495, 1026118, 8019977, 904997]"
1872,"[1002771, 12263408, 1102416, 1055504, 1108094]"
1873,"[1135681, 949023, 1037840, 1016800, 982469]"
1874,"[1107553, 871756, 13842088, 917033, 1038663]"
1875,"[13002975, 890597, 969866, 819978, 938138]"
1877,"[12648296, 8090440, 1075470, 1122358, 1013928]"
1879,"[1070803, 1077975, 1135834, 996087, 948670]"
1880,"[1061220, 1029624, 9707240, 1127624, 1038663]"
1881,"[852360, 1070845, 1109014, 1137775, 1112592]"
1882,"[1039781, 1053282, 841266, 849843, 906335]"
1883,"[921345, 1035676, 891505, 1092026, 874972]"
1884,"[820301, 883932, 983267, 7441210, 1079913]"
1885,"[957951, 916821, 893501, 928932, 919766]"
1886,"[845193, 1088147, 882441, 1110764, 1065538]"
1887,"[1039348, 889731, 839346, 1058997, 943275]"
1889,"[944836, 1075175, 1132911, 6391381, 1133378]"
1890,"[1061982, 1003616, 1116821, 1028816, 1075007]"
1891,"[1132198, 6602697, 1055425, 930918, 1070723]"
1892,"[1093413, 859237, 861445, 846823, 6533765]"
1893,"[7442004, 12604336, 988693, 918684, 863762]"
1894,"[1065593, 1031083, 890695, 992622, 1065538]"
1895,"[883186, 1120928, 917033, 1042942, 879734]"
1896,"[12263788, 1037840, 1110572, 7168026, 874972]"
1899,"[1122358, 851188, 998206, 919534, 879734]"
1900,"[898847, 1132771, 888543, 1115175, 9831557]"
1901,"[1005186, 879755, 1136719, 1017369, 1013928]"
1902,"[1016800, 911470, 923670, 1058997, 1129049]"
1903,"[868764, 965530, 917033, 1113588, 6533765]"
1904,"[896862, 942475, 932949, 1064002, 1034176]"
1905,"[854754, 969932, 917033, 1018050, 1110111]"
1906,"[1023958, 1051468, 921345, 12263788, 1034176]"
1907,"[1057260, 819978, 909396, 841309, 970747]"
1909,"[1139142, 928049, 884333, 5592734, 955259]"
1911,"[1118033, 6533936, 849843, 819927, 1038663]"
1912,"[12302069, 904105, 865026, 1036486, 956400]"
1914,"[894439, 1043787, 5574377, 999104, 1048257]"
1916,"[885290, 6979427, 969866, 921836, 6533765]"
1917,"[12263788, 950557, 1010190, 1010164, 975085]"
1918,"[937791, 1014948, 6463710, 934399, 1118235]"
1919,"[1098284, 862139, 1012873, 920308, 1103513]"
1920,"[1019643, 1079941, 1062128, 935578, 9677366]"
1921,"[1039156, 971507, 1057260, 7442056, 1000753]"
1922,"[10457044, 1037332, 5563693, 879528, 857538]"
1923,"[992986, 965842, 1090017, 1013167, 1075007]"
1924,"[884694, 1132771, 1067695, 1122568, 908843]"
1925,"[12262832, 6979089, 986947, 835300, 904997]"
1926,"[12782182, 7025106, 849098, 1062002, 12262830]"
1927,"[1025611, 918733, 1112754, 912681, 826666]"
1928,"[983584, 843744, 1110572, 6533936, 948670]"
1929,"[896085, 943393, 839656, 971922, 849202]"
1930,"[1085604, 917427, 1122358, 1075368, 12262830]"
1931,"[1048727, 1019247, 1082212, 1001148, 831407]"
1932,"[1002850, 838186, 1010190, 5570383, 12262778]"
1933,"[821083, 7167967, 1093413, 989101, 6533765]"
1935,"[999104, 1007269, 1024731, 970747, 998519]"
1936,"[947658, 968936, 861445, 834103, 826666]"
1937,"[999104, 1028816, 1109778, 1046584, 6533765]"
1938,"[8293439, 921744, 6533936, 843744, 874972]"
1939,"[896085, 1031083, 1016800, 997128, 1134483]"
1940,"[1094924, 950118, 1096317, 971983, 15483431]"
1941,"[998206, 1037840, 947798, 890695, 6533765]"
1942,"[5585510, 1110409, 1110572, 6391381, 1021324]"
1943,"[1097239, 1029624, 1044188, 983659, 6533765]"
1944,"[880427, 1056651, 848071, 12988031, 849202]"
1945,"[1006878, 1071277, 1115175, 923673, 1103513]"
1946,"[1043494, 1006878, 8090509, 1074333, 1069312]"
1947,"[845307, 1126899, 937626, 890695, 7410347]"
1948,"[916993, 15511396, 1065593, 1062128, 9832469]"
1949,"[1038038, 944534, 969866, 1130777, 908843]"
1950,"[1131321, 1126895, 1088147, 877447, 9835223]"
1951,"[1002178, 822785, 833351, 869577, 974156]"
1952,"[5981267, 929726, 1049735, 1008547, 1021324]"
1953,"[1046756, 1023958, 944137, 1057260, 1038663]"
1954,"[1026118, 985893, 1019247, 1084036, 1129049]"
1955,"[1063739, 1053058, 1050851, 1024731, 886991]"
1956,"[910109, 959985, 933835, 8177622, 970866]"
1957,"[9245108, 1040807, 9296919, 994223, 6551861]"
1958,"[938187, 6703789, 1071939, 1130777, 9296795]"
1959,"[1018050, 5569471, 896085, 841266, 866548]"
1960,"[839656, 849870, 819765, 1070820, 12262830]"
1961,"[928123, 965719, 925626, 5587656, 1061228]"
1962,"[1076580, 1094924, 1088147, 1112825, 12262679]"
1963,"[893501, 850807, 5569374, 886996, 878715]"
1964,"[862732, 870428, 1056973, 1081189, 948670]"
1965,"[9881593, 906838, 967661, 1091809, 1075007]"
1966,"[7025106, 1138631, 833724, 1028816, 956599]"
1967,"[1031833, 959985, 916993, 926796, 959737]"
1968,"[896085, 1122358, 1082212, 902856, 887474]"
1969,"[873964, 920461, 1075470, 871514, 1013928]"
1970,"[1113588, 1072086, 1108131, 918046, 1013928]"
1971,"[1042942, 8090539, 1082212, 1110244, 829291]"
1972,"[929018, 1125948, 1042942, 898847, 6533765]"
1975,"[5574377, 1110244, 990656, 970119, 1065538]"
1976,"[1082990, 901772, 1134810, 1013928, 849202]"
1977,"[1009449, 1103105, 1083721, 950206, 1021324]"
1978,"[1059236, 1003649, 867469, 988460, 948670]"
1979,"[1018050, 8203451, 888586, 848071, 9677366]"
1980,"[8090541, 934697, 1007136, 1129321, 956599]"
1981,"[1082212, 1037863, 1053282, 930118, 904129]"
1982,"[1071759, 970202, 888532, 1093413, 1130729]"
1983,"[885290, 827656, 7168026, 971922, 1082627]"
1984,"[867188, 954966, 843171, 1102067, 6533765]"
1985,"[1130375, 10344585, 865511, 873627, 5590965]"
1986,"[907128, 1001148, 988572, 819063, 1069312]"
1987,"[968936, 1100124, 1407216, 12757140, 948670]"
1988,"[949023, 5565392, 946995, 1045586, 874972]"
1989,"[898847, 1134810, 6463710, 1003649, 879734]"
1990,"[856942, 1126899, 865705, 824305, 866548]"
1991,"[941183, 957736, 926905, 1085604, 6533765]"
1992,"[915605, 1039156, 1057260, 857176, 1018818]"
1993,"[991951, 5568729, 1043787, 1018740, 6533765]"
1994,"[1091365, 944139, 1118012, 1039156, 1029688]"
1995,"[823775, 901062, 7025106, 1028816, 982469]"
1996,"[6034577, 1058997, 823775, 867469, 6391152]"
1997,"[821083, 10344585, 10344971, 946995, 860248]"
1998,"[1053690, 5592931, 822785, 992622, 1036495]"
1999,"[935968, 857006, 1072086, 9296804, 1086238]"
2000,"[926905, 824005, 1106301, 1050851, 1000753]"
2001,"[1126899, 1010190, 936914, 1062002, 887474]"
2002,"[947068, 934369, 1016800, 1069039, 968072]"
2003,"[10344585, 867547, 6602729, 892008, 894499]"
2004,"[1055425, 934399, 887003, 1040807, 904129]"
2005,"[968936, 895540, 889649, 819978, 1134483]"
2006,"[893501, 5574377, 990656, 8177622, 904997]"
2007,"[1092303, 1129610, 1075214, 1018339, 948670]"
2008,"[936830, 885290, 5570383, 865511, 1065538]"
2010,"[857130, 1038462, 1113588, 1023958, 826666]"
2011,"[893501, 1104604, 1007136, 1053282, 12262778]"
2012,"[972416, 882441, 845193, 1135681, 982469]"
2013,"[1063207, 1110843, 1075368, 1078763, 919766]"
2014,"[5592931, 12731544, 1108131, 969205, 836445]"
2015,"[1044188, 940947, 1048462, 907099, 1108094]"
2016,"[1127624, 1094744, 972143, 1108131, 836445]"
2017,"[983584, 9420336, 1026118, 1131602, 970747]"
2018,"[1015296, 849843, 1074524, 967041, 970152]"
2019,"[1011300, 1118533, 1037840, 947798, 1038663]"
2020,"[895540, 1132771, 879528, 933835, 955259]"
2021,"[6534077, 896862, 950935, 1041390, 1013928]"
2022,"[1119405, 8273950, 1060408, 1062128, 906335]"
2023,"[1022105, 7443278, 10345155, 8090513, 860248]"
2024,"[860703, 1058997, 10344971, 819304, 1069506]"
2025,"[6534480, 940947, 991223, 1121603, 826666]"
2026,"[984715, 977499, 892008, 944534, 904129]"
2027,"[1119051, 904360, 819765, 1116635, 1088771]"
2028,"[8090509, 1045220, 1094190, 1097661, 887474]"
2029,"[825749, 962229, 848071, 1047968, 899019]"
2030,"[968936, 944836, 1055425, 8090513, 1038663]"
2031,"[1038745, 998373, 1120741, 860975, 6533765]"
2032,"[862349, 1088856, 1038985, 1060408, 864893]"
2033,"[9242918, 1127758, 879528, 1000170, 882308]"
2034,"[1126899, 900802, 6773204, 952317, 919766]"
2035,"[969866, 922847, 1029624, 1127470, 974156]"
2036,"[885290, 1126899, 998444, 921836, 1069506]"
2037,"[900802, 1127624, 1042942, 1033046, 12262679]"
2038,"[849843, 1127716, 950206, 931671, 860248]"
2039,"[1046584, 1051323, 1085604, 1037840, 1069312]"
2040,"[1085604, 944317, 1063207, 1044188, 1021225]"
2041,"[1074333, 1127716, 949991, 997309, 1088771]"
2042,"[9655528, 8273950, 880427, 839656, 833940]"
2043,"[1106301, 851101, 894439, 821083, 974156]"
2044,"[848684, 912137, 6034577, 1091365, 1021164]"
2046,"[5567502, 1134810, 7166861, 1110572, 942077]"
2047,"[1092303, 5567325, 6533936, 1096317, 12262778]"
2048,"[1075368, 957736, 944534, 937791, 6391137]"
2049,"[928049, 1056509, 956672, 1057260, 904129]"
2050,"[1058997, 13841744, 819765, 993638, 1034176]"
2053,"[9392700, 906017, 821787, 1103105, 1013928]"
2055,"[819765, 997309, 1134810, 7166861, 926823]"
2056,"[1125123, 5567325, 937626, 1043663, 948670]"
2057,"[977798, 900802, 1043494, 5591154, 1053022]"
2058,"[901776, 12731436, 1006342, 1116050, 1048257]"
2059,"[896085, 1126899, 1031316, 1082212, 9524291]"
2060,"[986912, 861445, 1110572, 6534077, 970152]"
2061,"[1053282, 8090440, 909268, 986947, 919766]"
2062,"[1127758, 845109, 1106301, 1026118, 6533765]"
2063,"[986912, 862349, 885290, 998444, 874972]"
2064,"[1006483, 1028816, 1037332, 1128016, 866548]"
2065,"[8090521, 9881593, 1031083, 1101173, 852015]"
2068,"[1070820, 914697, 825703, 6534077, 860248]"
2069,"[1108168, 997309, 857849, 982469, 1000753]"
2070,"[834103, 994928, 1016800, 838186, 12810391]"
2071,"[918752, 933835, 922561, 6534077, 1075765]"
2074,"[1012701, 1138487, 1097239, 7441419, 1057749]"
2075,"[1107973, 1043663, 925626, 885406, 982469]"
2076,"[1018050, 1028816, 880427, 1137775, 921438]"
2077,"[832001, 1006188, 971922, 983078, 1048257]"
2078,"[916990, 910817, 924770, 1014948, 982469]"
2079,"[1028816, 1072523, 819840, 848071, 982469]"
2080,"[1048483, 1043920, 856252, 830887, 874972]"
2082,"[1012284, 12577242, 882830, 12648296, 970747]"
2083,"[6533681, 1005186, 885290, 933835, 948670]"
2084,"[862349, 1093603, 852360, 9652066, 1108094]"
2085,"[1101010, 1110572, 1038663, 1117514, 6533765]"
2086,"[868764, 1107553, 986912, 8090541, 948670]"
2087,"[916993, 860975, 1082212, 870428, 948670]"
2088,"[893501, 1128016, 920844, 982493, 849202]"
2089,"[1126899, 1036693, 1056651, 985622, 6533765]"
2090,"[1139827, 992529, 1039156, 845109, 836445]"
2093,"[890695, 1036347, 8090537, 1037840, 12262978]"
2094,"[916993, 5569374, 1052912, 1098435, 874972]"
2095,"[1103629, 827656, 1044188, 983659, 6533765]"
2097,"[6463710, 1011300, 893501, 5587656, 12262778]"
2098,"[971807, 6633210, 934172, 1134398, 968072]"
2099,"[1026118, 962229, 1010190, 841266, 948670]"
2100,"[1022003, 1117514, 944534, 1016800, 12810391]"
2101,"[819978, 983584, 928049, 1101010, 930486]"
2102,"[12731436, 996009, 1021519, 1045586, 12262778]"
2104,"[8359154, 961979, 893501, 1056746, 863762]"
2107,"[1018050, 925112, 12577242, 1002178, 874972]"
2108,"[6533936, 12302069, 942817, 985911, 1000753]"
2109,"[1033615, 1026439, 997796, 871909, 1118623]"
2110,"[1018050, 854754, 1009449, 944137, 1018818]"
2111,"[1058997, 1076587, 956813, 846334, 12810391]"
2112,"[1082212, 1037863, 904360, 5563693, 970747]"
2113,"[948232, 889618, 1101010, 1039781, 849202]"
2114,"[1002771, 898847, 986912, 907099, 968072]"
2115,"[1070820, 819927, 944534, 933835, 849202]"
2116,"[12263788, 900586, 916993, 854754, 5568800]"
2117,"[877447, 860975, 846823, 900586, 1007279]"
2119,"[870547, 1114597, 1027168, 1019883, 12731432]"
2120,"[486782, 834117, 921504, 873964, 1055022]"
2121,"[1057260, 13008321, 1006483, 990656, 906844]"
2122,"[1091365, 1006184, 949023, 891141, 936322]"
2123,"[920978, 926905, 838186, 908087, 951009]"
2124,"[1062002, 895540, 1058997, 994223, 1021164]"
2125,"[997309, 911812, 849843, 905436, 899019]"
2126,"[948495, 1126711, 8090532, 921836, 962615]"
2127,"[1056746, 6919433, 8205218, 983584, 1021164]"
2129,"[1050851, 1013321, 1108168, 849843, 849202]"
2130,"[872137, 983584, 857849, 1104349, 836445]"
2131,"[847207, 1068292, 861445, 993638, 904129]"
2132,"[1007210, 983078, 986947, 13416937, 1046562]"
2133,"[1126899, 5582712, 819765, 13842088, 866548]"
2134,"[1051468, 1019247, 6602590, 6034964, 1079913]"
2136,"[1007269, 1052912, 1047769, 1118787, 860248]"
2137,"[860975, 968936, 1118533, 8019716, 1069312]"
2138,"[945611, 1050741, 1076875, 862349, 1038663]"
2139,"[875392, 830887, 885290, 989409, 1021164]"
2140,"[862349, 1023720, 896085, 12731544, 1079913]"
2141,"[1120741, 1110244, 1085983, 827656, 844462]"
2142,"[5568729, 1110244, 1002771, 1024731, 12262978]"
2144,"[1019247, 878445, 170997, 1070015, 860248]"
2145,"[6391080, 1022097, 1074333, 854607, 9677366]"
2146,"[6423911, 991592, 1053690, 882604, 1002787]"
2147,"[880427, 10457044, 1089392, 916758, 9677366]"
2148,"[932182, 913210, 950894, 1024731, 948670]"
2149,"[937626, 946995, 13842090, 848071, 849202]"
2152,"[910439, 932179, 824305, 1126899, 6533765]"
2153,"[1092026, 1058709, 5592931, 964968, 906335]"
2154,"[1064213, 5578547, 5569374, 929726, 849202]"
2156,"[1122358, 965982, 5582712, 869573, 12262830]"
2158,"[873203, 868888, 951412, 1014802, 6533765]"
2159,"[1038745, 888543, 1042942, 988572, 6533765]"
2160,"[999971, 1070702, 953539, 983936, 874972]"
2161,"[1126899, 951176, 1055425, 1007269, 849202]"
2162,"[6395907, 1110244, 969419, 1002771, 975085]"
2163,"[859987, 1105616, 9338009, 862349, 1047956]"
2165,"[844165, 1004341, 1105917, 1068504, 1000753]"
2168,"[916381, 1120928, 1026094, 1085604, 1054402]"
2169,"[835243, 1042942, 857849, 1126899, 970866]"
2170,"[1097239, 972312, 1037840, 1110244, 1013928]"
2171,"[983078, 878026, 999104, 940700, 6602270]"
2172,"[864279, 1104343, 1018050, 885406, 849202]"
2173,"[13842088, 1118033, 916990, 1012284, 968072]"
2174,"[1010582, 8090536, 1075368, 1019247, 948670]"
2175,"[1119761, 849697, 1079023, 890695, 1048257]"
2179,"[1132771, 962229, 883186, 871611, 9831469]"
2180,"[928049, 946839, 864335, 12731544, 12810389]"
2181,"[1104343, 9187298, 901776, 1007136, 1110111]"
2182,"[279994, 896757, 73207, 946839, 1021324]"
2183,"[916993, 983584, 1093490, 1090676, 917384]"
2184,"[1070015, 829291, 8090521, 844165, 901067]"
2185,"[839656, 820923, 5570882, 972665, 874972]"
2186,"[1075368, 944534, 1137346, 999714, 917384]"
2187,"[969419, 1056746, 1013928, 926905, 1038663]"
2188,"[819978, 913210, 932949, 1102949, 974156]"
2189,"[1062002, 1042942, 1015280, 834117, 904997]"
2190,"[883003, 962229, 819978, 10344971, 906844]"
2192,"[1043663, 929726, 1028816, 848071, 1065538]"
2193,"[1070820, 1092303, 1055425, 967395, 1108094]"
2194,"[1062128, 1048068, 821083, 831063, 849202]"
2195,"[1126899, 1055504, 1062002, 1011926, 6551861]"
2196,"[1027835, 981591, 999104, 889731, 12731432]"
2197,"[1085604, 839243, 879504, 7168026, 1021324]"
2198,"[13842214, 13842088, 6533936, 890610, 1013928]"
2199,"[916993, 1060408, 7025106, 1055425, 948670]"
2200,"[1096317, 1092026, 1102416, 831536, 5578437]"
2202,"[1121694, 944137, 1097001, 1093113, 904997]"
2203,"[838186, 893651, 882496, 834382, 1018818]"
2204,"[10457128, 865026, 907647, 841228, 6533765]"
2205,"[1003188, 954077, 1048483, 1122547, 965864]"
2206,"[902172, 870780, 873902, 1135552, 6533765]"
2207,"[986912, 911311, 885290, 972143, 1013928]"
2208,"[824180, 832678, 1028891, 921504, 1021324]"
2209,"[885290, 1039156, 1038443, 839656, 906844]"
2210,"[1095068, 9836106, 1108168, 1131438, 12262978]"
2211,"[6533936, 12487154, 1126045, 1058997, 866548]"
2213,"[835558, 9297474, 1049735, 909268, 1108094]"
2214,"[868764, 919534, 1082212, 943233, 962615]"
2215,"[890695, 1128240, 1018050, 1077975, 13506119]"
2216,"[1070820, 891542, 916993, 1069621, 1022085]"
2217,"[1092588, 833724, 1055504, 6034964, 948888]"
2218,"[925626, 845193, 873964, 937292, 1138423]"
2220,"[1067443, 1000753, 8090536, 924423, 866548]"
2221,"[1058997, 1112825, 6533368, 989409, 1000753]"
2222,"[1101010, 896085, 1075368, 870780, 1034176]"
2223,"[893501, 12263788, 834103, 1011300, 836445]"
2224,"[923670, 862349, 868764, 1052912, 1007279]"
2225,"[8177622, 970202, 873887, 944137, 894499]"
2226,"[9707137, 12524323, 896085, 1085604, 844462]"
2227,"[1102416, 1101010, 917033, 962229, 1038663]"
2229,"[880427, 1127716, 835595, 1119405, 1034176]"
2230,"[847207, 855138, 839656, 819927, 1130729]"
2231,"[5981267, 944836, 1126899, 1082212, 1048257]"
2232,"[868764, 925626, 890610, 5567502, 834396]"
2233,"[1028816, 848071, 828935, 971922, 860248]"
2234,"[854754, 915493, 999104, 8203851, 956599]"
2235,"[857130, 937292, 976199, 830887, 1118623]"
2236,"[1005186, 1013641, 921345, 1017838, 919766]"
2237,"[824073, 985893, 819765, 1116821, 849202]"
2238,"[922561, 6391080, 1109778, 896085, 1000753]"
2239,"[999971, 944466, 896085, 905087, 9835223]"
2240,"[1044188, 1022003, 1014238, 873627, 982469]"
2241,"[8273833, 1124695, 1029624, 849843, 12262778]"
2242,"[878445, 959985, 1037840, 860975, 970866]"
2243,"[971922, 901776, 873203, 819927, 917384]"
2244,"[1108131, 837107, 1083787, 969866, 829291]"
2245,"[845193, 825618, 1082310, 819927, 6533765]"
2247,"[872137, 902172, 912681, 1014238, 1115069]"
2248,"[932863, 827180, 1130763, 1091520, 874972]"
2250,"[1048483, 876695, 908531, 985911, 12731432]"
2251,"[844165, 8090532, 943233, 1082454, 970866]"
2252,"[1130858, 1094308, 1048462, 1049735, 970866]"
2255,"[12427353, 943233, 13842088, 1033615, 1103707]"
2256,"[8090536, 838797, 1407216, 888543, 10198378]"
